EnPrice,RegPrice
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
68.72700594236812,48.21328989654965
